Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1956","1956","1000 persons","16064.918","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1957","1957","1000 persons","29577.444","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1957","1957","1000 persons","14324.102","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1957","1957","1000 persons","15253.343","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1957","1957","1000 persons","13284.057","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1957","1957","1000 persons","16343.955","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1958","1958","1000 persons","29857.437","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1958","1958","1000 persons","14472.846","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1958","1958","1000 persons","15384.591","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1958","1958","1000 persons","13264.536","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1958","1958","1000 persons","16632.392","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1959","1959","1000 persons","30150.51","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1959","1959","1000 persons","14628.615","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1959","1959","1000 persons","15521.895","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1959","1959","1000 persons","13250.232","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1959","1959","1000 persons","16932.55","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1960","1960","1000 persons","30415.591","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1960","1960","1000 persons","14770.171","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1960","1960","1000 persons","15645.421","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1960","1960","1000 persons","13242.338","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1960","1960","1000 persons","17246.904","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1961","1961","1000 persons","30711.863","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1961","1961","1000 persons","14923.619","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1961","1961","1000 persons","15788.245","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1961","1961","1000 persons","13158.081","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1961","1961","1000 persons","17659.489","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1962","1962","1000 persons","31052.63","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1962","1962","1000 persons","15096.834","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1962","1962","1000 persons","15955.797","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1962","1962","1000 persons","12993.319","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1962","1962","1000 persons","18171.756","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1963","1963","1000 persons","31388.554","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1963","1963","1000 persons","15267.858","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1963","1963","1000 persons","16120.695","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1963","1963","1000 persons","12828.537","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1963","1963","1000 persons","18695.848","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1964","1964","1000 persons","31747.643","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1964","1964","1000 persons","15449.668","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1964","1964","1000 persons","16297.975","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1964","1964","1000 persons","12659.259","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1964","1964","1000 persons","19226.145","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1965","1965","1000 persons","32112.015","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1965","1965","1000 persons","15634.294","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1965","1965","1000 persons","16477.72","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1965","1965","1000 persons","12484.31","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1965","1965","1000 persons","19756.731","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1966","1966","1000 persons","32462.268","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1966","1966","1000 persons","15812.053","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1966","1966","1000 persons","16650.214","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1966","1966","1000 persons","12301.343","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1966","1966","1000 persons","20285.901","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1967","1967","1000 persons","32814.224","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1967","1967","1000 persons","15989.701","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1967","1967","1000 persons","16824.522","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1967","1967","1000 persons","12112.231","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1967","1967","1000 persons","20814.075","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1968","1968","1000 persons","33157.581","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1968","1968","1000 persons","16163.013","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1968","1968","1000 persons","16994.568","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1968","1968","1000 persons","11919.551","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1968","1968","1000 persons","21345.621","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1969","1969","1000 persons","33480.512","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1969","1969","1000 persons","16325.863","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1969","1969","1000 persons","17154.649","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1969","1969","1000 persons","11728.542","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1969","1969","1000 persons","21885.652","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1970","1970","1000 persons","33792.617","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1970","1970","1000 persons","16484.913","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1970","1970","1000 persons","17307.704","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1970","1970","1000 persons","11540.275","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1970","1970","1000 persons","22440.001","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1971","1971","1000 persons","34133.622","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1971","1971","1000 persons","16658.761","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1971","1971","1000 persons","17474.861","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1971","1971","1000 persons","11392.372","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1971","1971","1000 persons","22971.545","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1972","1972","1000 persons","34515.17","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1972","1972","1000 persons","16851.955","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1972","1972","1000 persons","17663.214","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1972","1972","1000 persons","11282.948","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1972","1972","1000 persons","23477.574","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1973","1973","1000 persons","34898.147","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1973","1973","1000 persons","17047.411","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1973","1973","1000 persons","17850.735","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1973","1973","1000 persons","11174.037","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1973","1973","1000 persons","23991.52","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1974","1974","1000 persons","35329.897","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1974","1974","1000 persons","17277.539","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1974","1974","1000 persons","18052.358","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1974","1974","1000 persons","11062.608","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1974","1974","1000 persons","24509.868","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1975","1975","1000 persons","35760.431","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1975","1975","1000 persons","17507.669","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1975","1975","1000 persons","18252.762","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1975","1975","1000 persons","10947.303","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1975","1975","1000 persons","25028.014","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1976","1976","1000 persons","36139.064","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1976","1976","1000 persons","17701.464","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1976","1976","1000 persons","18437.601","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1976","1976","1000 persons","10827.747","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1976","1976","1000 persons","25545.353","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1977","1977","1000 persons","36513.082","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1977","1977","1000 persons","17892.276","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1977","1977","1000 persons","18620.806","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1977","1977","1000 persons","10704.518","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1977","1977","1000 persons","26059.011","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1978","1978","1000 persons","36865.443","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1978","1978","1000 persons","18072.465","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1978","1978","1000 persons","18792.978","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1978","1978","1000 persons","10574.395","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1978","1978","1000 persons","26563.309","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1979","1979","1000 persons","37188.965","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1979","1979","1000 persons","18237.33","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1979","1979","1000 persons","18951.635","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1979","1979","1000 persons","10435.145","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1979","1979","1000 persons","27049.604","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1980","1980","1000 persons","37491.666","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1980","1980","1000 persons","18390.203","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1980","1980","1000 persons","19101.463","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1980","1980","1000 persons","10284.959","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1980","1980","1000 persons","27511.836","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1981","1981","1000 persons","37758.649","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1981","1981","1000 persons","18524.354","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1981","1981","1000 persons","19234.295","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1981","1981","1000 persons","10173.004","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1981","1981","1000 persons","27898.258","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1982","1982","1000 persons","37982.149","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1982","1982","1000 persons","18635.709","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1982","1982","1000 persons","19346.44","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1982","1982","1000 persons","10146.458","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1982","1982","1000 persons","28163.253","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1983","1983","1000 persons","38169.76","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1983","1983","1000 persons","18727.96","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1983","1983","1000 persons","19441.801","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1983","1983","1000 persons","10110.351","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1983","1983","1000 persons","28403.71","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1984","1984","1000 persons","38329.925","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1984","1984","1000 persons","18805.314","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1984","1984","1000 persons","19524.612","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1984","1984","1000 persons","10065.801","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1984","1984","1000 persons","28622.319","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1985","1985","1000 persons","38471.92","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1985","1985","1000 persons","18872.124","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1985","1985","1000 persons","19599.797","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1985","1985","1000 persons","10014.429","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1985","1985","1000 persons","28821.455","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1986","1986","1000 persons","38590.808","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1986","1986","1000 persons","18926.681","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1986","1986","1000 persons","19664.126","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1986","1986","1000 persons","9956.239","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1986","1986","1000 persons","29001.835","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1987","1987","1000 persons","38694.533","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1987","1987","1000 persons","18972.951","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1987","1987","1000 persons","19721.582","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1987","1987","1000 persons","9892.177","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1987","1987","1000 persons","29165.036","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1988","1988","1000 persons","38781.722","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1988","1988","1000 persons","19009.244","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1988","1988","1000 persons","19772.478","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1988","1988","1000 persons","9824.37","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1988","1988","1000 persons","29317.235","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1989","1989","1000 persons","38847.318","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1989","1989","1000 persons","19032.955","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1989","1989","1000 persons","19814.363","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1989","1989","1000 persons","9755.899","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1989","1989","1000 persons","29465.841","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1990","1990","1000 persons","38889.889","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1990","1990","1000 persons","19043.134","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1990","1990","1000 persons","19846.755","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1990","1990","1000 persons","9688.522","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1990","1990","1000 persons","29617.58","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1991","1991","1000 persons","38997.063","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1991","1991","1000 persons","19089.811","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1991","1991","1000 persons","19907.251","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1991","1991","1000 persons","9642.918","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1991","1991","1000 persons","29760.282","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1992","1992","1000 persons","39202.251","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1992","1992","1000 persons","19191.232","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1992","1992","1000 persons","20011.018","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1992","1992","1000 persons","9637.807","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1992","1992","1000 persons","29877.704","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1993","1993","1000 persons","39420.546","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1993","1993","1000 persons","19300.093","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1993","1993","1000 persons","20120.452","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1993","1993","1000 persons","9635.304","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1993","1993","1000 persons","30003.331","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1994","1994","1000 persons","39623.725","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1994","1994","1000 persons","19401.551","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1994","1994","1000 persons","20222.174","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1994","1994","1000 persons","9633.307","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1994","1994","1000 persons","30131.255","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1995","1995","1000 persons","39814.573","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1995","1995","1000 persons","19496.042","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1995","1995","1000 persons","20318.531","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1995","1995","1000 persons","9631.181","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1995","1995","1000 persons","30259.317","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1996","1996","1000 persons","39996.473","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1996","1996","1000 persons","19585.531","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1996","1996","1000 persons","20410.942","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1996","1996","1000 persons","9627.169","X","Figure from international organizations",""
